comment_text,target,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit,comment_text_clean,toxicity_score
Sample comment 41,0.0851924224422818,0.0851924224422818,0.08399981915773727,0.0641821126173794,0.00961633966755229,0.007113628331226284,0.026482811344562665,0.014271543221117438,sample comment 41,0.0851924224422818
Sample comment 42,0.29574938092705855,0.29574938092705855,0.003357833411229927,0.13860609473464067,0.004995497678120672,0.035140325179325346,0.013903325890803793,0.05760106348268833,sample comment 42,0.29574938092705855
Sample comment 43,0.1602236061142451,0.1602236061142451,0.04577782077450407,0.13917008458620478,0.01074759946791754,0.15433098875969542,0.000778973506090678,0.04661924493268528,sample comment 43,0.1602236061142451
Sample comment 44,0.20393890325031144,0.20393890325031144,0.197678496031905,0.10668000063266248,0.038507660390563525,0.14189022456936487,0.037079442492387385,0.03839505197346451,sample comment 44,0.20393890325031144
Sample comment 45,0.27246334188065335,0.27246334188065335,0.2589522891132506,0.24256424571423482,0.03724492848434461,0.1689634000061378,0.030230481635939367,0.015376835957040052,sample comment 45,0.27246334188065335
Sample comment 46,0.023783484420097135,0.023783484420097135,0.023174503727151814,0.02345552787626303,0.004981415474429075,0.012750239576616073,0.0029446580958142725,0.005806464351705856,sample comment 46,0.023783484420097135
Sample comment 47,0.07653157957016632,0.07653157957016632,0.07268968763983795,0.05554046030184576,0.01408369016319272,0.03200880021154346,0.028553273656467287,0.01988437124164447,sample comment 47,0.07653157957016632
Sample comment 48,0.36491192323023774,0.36491192323023774,0.21680538198930457,0.1389916150340388,0.10617999848256743,0.3072992358300282,0.12236645597410217,0.05130951670369192,sample comment 48,0.36491192323023774
Sample comment 49,0.0525091214203051,0.0525091214203051,0.04268471779109979,0.052494296692606336,0.01569975740695876,0.029165230870175522,0.01615154142176,0.014882645527241875,sample comment 49,0.0525091214203051
Sample comment 50,0.10778543109077769,0.10778543109077769,0.10283280125568069,0.06533679429058269,0.0073933090070986696,0.07239954783265569,0.02665008754685528,0.011581416889144311,sample comment 50,0.10778543109077769
Sample comment 51,0.2697657954315796,0.2697657954315796,0.1403223206319522,0.22988942028550785,0.044665676209838294,0.15132187807902023,0.09459646257563535,0.03265376290404026,sample comment 51,0.2697657954315796
Sample comment 52,0.17927900403036082,0.17927900403036082,0.024448542321346748,0.002607553174892455,0.01885589651048468,0.1057598553591929,0.028128448696927977,0.023529020492602172,sample comment 52,0.17927900403036082
Sample comment 53,0.12016065657913101,0.12016065657913101,0.04764884108543925,0.07475034634852633,0.031086656835907018,0.11409502157412824,0.0070689784135246,0.03340181322525087,sample comment 53,0.12016065657913101
Sample comment 54,0.037529611254818955,0.037529611254818955,0.01848776556464226,0.012337920133485922,0.007131386349293079,0.009012571717293538,0.0011388484849659747,0.0014510417585807515,sample comment 54,0.037529611254818955
Sample comment 55,0.2901809092933359,0.2901809092933359,0.2602308762302514,0.13753461974164127,0.05811375347095039,0.05000393691459947,0.022319440930009385,0.003557787668930176,sample comment 55,0.2901809092933359
Sample comment 56,0.15884906971267054,0.15884906971267054,0.019162895898308076,0.0731942786453489,0.00983277576573488,0.05786392855185055,0.03198694606103421,0.032900572878663985,sample comment 56,0.15884906971267054
Sample comment 57,0.09973637775278064,0.09973637775278064,0.006091694476453862,0.027614773706910997,0.024122278615864787,0.07462871113728324,0.0073613832359423195,0.006263922958379746,sample comment 57,0.09973637775278064
Sample comment 58,0.31571744574785127,0.31571744574785127,0.1460302791472649,0.23598961535833976,0.003474458135540929,0.07969874728068672,0.09008676367230334,0.08478972486318416,sample comment 58,0.31571744574785127
Sample comment 59,0.46246548249796215,0.46246548249796215,0.24631710111786795,0.11213423845495914,0.037354710213094715,0.17448090252901916,0.0037128944658353005,0.04468514901418968,sample comment 59,0.46246548249796215
Sample comment 60,0.16036235812272623,0.16036235812272623,0.09518988561578208,0.10890244930462256,0.037966008235711626,0.07993136640814064,0.005575496946562389,0.025839501482749497,sample comment 60,0.16036235812272623
Sample comment 61,0.3274642513815958,0.3274642513815958,0.09292646455251356,0.11889647238008971,0.0634544417661355,0.18690949024326164,0.04664357910623022,0.09691454322675654,sample comment 61,0.3274642513815958
Sample comment 62,0.04449574445868373,0.04449574445868373,0.010944072229835415,0.007149637323827566,0.0024904315879812006,0.01268552177260675,0.003085754876847465,0.011970673552068125,sample comment 62,0.04449574445868373
Sample comment 63,0.23640193490803368,0.23640193490803368,0.026486213257499464,0.09405383342840816,0.06875540587872808,0.20460755923802804,0.07726296741268958,0.01829061819950272,sample comment 63,0.23640193490803368
Sample comment 64,0.313124617106415,0.313124617106415,0.17898600452343047,0.08766834650017757,0.07228415402154521,0.058568002149223065,0.04054077478575024,0.03996438658346469,sample comment 64,0.313124617106415
Sample comment 65,0.0399735794613545,0.0399735794613545,0.011537596354924073,0.023234172230013152,0.0018511290794651298,0.019232892093537745,0.008515802400951409,0.0006214716801419139,sample comment 65,0.0399735794613545
Sample comment 66,0.10550053967557238,0.10550053967557238,0.034008504611329066,0.0854421911071191,0.008059417950275458,0.07189890498499624,0.03208177979790695,0.018852062575741752,sample comment 66,0.10550053967557238
Sample comment 67,0.0137443802828083,0.0137443802828083,0.011416349010915572,0.013263696843344223,0.0005125164923047613,0.010045320515534853,0.005158763229316962,0.0007472808543600574,sample comment 67,0.0137443802828083
Sample comment 68,0.19734597096946924,0.19734597096946924,0.027583515380025448,0.15694279983926973,0.011937101774638222,0.03229684094975644,0.012966877355906573,0.048225911727373755,sample comment 68,0.19734597096946924
Sample comment 69,0.12146112193190699,0.12146112193190699,0.04766682304424105,0.09918508408718413,0.016001345602321238,0.04578409330393181,0.022479042345057865,0.010981708416428934,sample comment 69,0.12146112193190699
Sample comment 70,0.11271208561504535,0.11271208561504535,0.043269180210281734,0.06126497661818274,0.03065110865360607,0.0703591664396222,0.005270328789020875,0.03177913163414757,sample comment 70,0.11271208561504535
Sample comment 71,0.03370764911304245,0.03370764911304245,0.020901194881395545,0.01798171930379831,0.009039305260269852,0.026581758087480305,0.002045041450117796,0.0031522254246133105,sample comment 71,0.03370764911304245
Sample comment 72,0.3504581410189557,0.3504581410189557,0.2672098536084386,0.3072696551688237,0.03596560011944714,0.2878163082935918,0.015508717148408013,0.0889938289867542,sample comment 72,0.3504581410189557
Sample comment 73,0.20316458875908458,0.20316458875908458,0.04657576543488597,0.1467361460377699,0.04388577805166963,0.13025849516900195,0.056394300136065924,0.033078716502665244,sample comment 73,0.20316458875908458
Sample comment 74,0.15346003157905835,0.15346003157905835,0.08952732324777238,0.06151467107505846,0.02126982756508105,0.14537013121114503,0.00941332446595463,0.026988854560165133,sample comment 74,0.15346003157905835
Sample comment 75,0.47405225978585136,0.47405225978585136,0.441872778199063,0.2679026627604369,0.09907466920215478,0.4373129162981465,0.13410722912165038,0.021693443399722963,sample comment 75,0.47405225978585136
Sample comment 76,0.3125403138383555,0.3125403138383555,0.29202736003611524,0.2892774735027839,0.042271643588800305,0.035391454385511736,0.12312103096185215,0.07865684136486244,sample comment 76,0.3125403138383555
Sample comment 77,0.13535371050884615,0.13535371050884615,0.00741219100810722,0.04537019040910302,0.03260075797876921,0.0006269615008353311,0.018056140136009244,0.0161680830257982,sample comment 77,0.13535371050884615
Sample comment 78,0.2740315752002952,0.2740315752002952,0.20209862873169807,0.12392199467586784,0.018464644028347996,0.12398271328870135,0.015439708469078656,0.014500681127140076,sample comment 78,0.2740315752002952
Sample comment 79,0.10235562894313681,0.10235562894313681,0.06791678504004656,0.018222983363452874,0.029511287040949873,0.015216466999572196,0.016975645183630594,0.0026208056868832676,sample comment 79,0.10235562894313681
Sample comment 80,0.4952741742357048,0.4952741742357048,0.1039608192878721,0.4447830966215821,0.03048010981282064,0.09444270338858621,0.007240842624821793,0.070140769926998,sample comment 80,0.4952741742357048
Sample comment 81,0.10206582240433501,0.10206582240433501,0.05352232409975019,0.04498681225144405,0.012271263419255616,0.05712015066560777,0.0063378893484677574,0.005570593277244908,sample comment 81,0.10206582240433501
Sample comment 82,0.07004278425859521,0.07004278425859521,0.0017781310326295025,0.010937362688739355,0.015044606508091148,0.04615286750603585,0.000759151502877603,0.004664264474905062,sample comment 82,0.07004278425859521
Sample comment 83,0.3600437880840718,0.3600437880840718,0.28800481752714485,0.06428389646823271,0.07050515439843691,0.08575623074446247,0.014321302296572247,0.026265791041244064,sample comment 83,0.3600437880840718
Sample comment 84,0.2356355688343731,0.2356355688343731,0.15742462118561404,0.04830159105242015,0.020722809651767767,0.21120860046384746,0.0012254862569573179,0.006044655392425238,sample comment 84,0.2356355688343731
Sample comment 85,0.3113584128028529,0.3113584128028529,0.25451792993879185,0.10642770809312523,0.024232100543110136,0.11822042556025321,0.07351731855478474,0.025039160921029438,sample comment 85,0.3113584128028529
Sample comment 86,0.03539439905430346,0.03539439905430346,0.0104224386010552,0.03356993483099235,0.008108210459600664,0.004959221655843582,0.01229556084192557,0.0051757003027081755,sample comment 86,0.03539439905430346
Sample comment 87,0.18352385995234574,0.18352385995234574,0.04930870607612891,0.09940280175681972,0.03487751042947054,0.04732854346487761,0.010230065848659878,0.04596888595450003,sample comment 87,0.18352385995234574
Sample comment 88,0.163175543479282,0.163175543479282,0.00300090864058457,0.14919120466296837,0.005764229083761829,0.0940733892167985,0.017887643831587762,0.02712848902343325,sample comment 88,0.163175543479282
Sample comment 89,0.2718770274997902,0.2718770274997902,0.037216058210543225,0.2446943930400611,0.07127719099477732,0.16242289840749188,0.06530669559128323,0.0542424582761944,sample comment 89,0.2718770274997902
Sample comment 90,0.049310578023547394,0.049310578023547394,0.008199529029064956,0.03639286422679339,0.001224855052490322,0.029741779153909534,0.004839322566379466,0.005758917525132503,sample comment 90,0.049310578023547394
Sample comment 91,0.1406179726752956,0.1406179726752956,0.07964667223242973,0.06694124244849647,0.027997228138903932,0.13173509868577313,0.04120512125927799,0.009067344085047817,sample comment 91,0.1406179726752956
Sample comment 92,0.11379773278070371,0.11379773278070371,0.038036196970771215,0.08772806095925045,0.003639191857502032,0.008550509207706405,0.033146491796948264,0.01691573651903764,sample comment 92,0.11379773278070371
Sample comment 93,0.06611532491776607,0.06611532491776607,0.052853640582455626,0.045930082889765834,0.0053978892518247055,0.03902329231647944,0.009546362593208832,0.0018164935603899282,sample comment 93,0.06611532491776607
Sample comment 94,0.14179577177324215,0.14179577177324215,0.12378002851433328,0.1038263928800183,0.0343100881329979,0.09341269591412096,0.03926475589853502,0.036123705840055705,sample comment 94,0.14179577177324215
Sample comment 95,0.2866646918023449,0.2866646918023449,0.2706284796543882,0.01130227472970193,0.060679046811778846,0.2652360237526,0.020705830263211652,0.048842953343094374,sample comment 95,0.2866646918023449
Sample comment 96,0.053858074558362654,0.053858074558362654,0.05085637497363466,0.025540264637373224,0.01392838721084131,0.045485804474522155,0.006874454831817628,0.013393137422816314,sample comment 96,0.053858074558362654
Sample comment 97,0.21742587430722157,0.21742587430722157,0.01673161714497071,0.1513911958656096,0.02216928334572211,0.15758304896846326,0.0056840638158923125,0.02056568320903191,sample comment 97,0.21742587430722157
Sample comment 98,0.34436683693711506,0.34436683693711506,0.3051013547567634,0.2120828581003475,0.02406705523663217,0.008402819963418493,0.11985327881112358,0.002197343921419132,sample comment 98,0.34436683693711506
Sample comment 99,0.1388301876571152,0.1388301876571152,0.13854337983477957,0.04868938715272847,0.03195266823619484,0.05580014416156684,0.026648488967546492,0.02613501036434139,sample comment 99,0.1388301876571152
Sample comment 100,0.08499205247093548,0.08499205247093548,0.020294159701999763,0.009389421619943557,0.00904201950886837,0.024413031450362315,0.010073534128543914,0.005956440670455353,sample comment 100,0.08499205247093548
Sample comment 101,0.16294705806345733,0.16294705806345733,0.03556382893852392,0.15479338019916802,0.038439782016564346,0.014569259785287668,0.027217423567204115,0.042974922572094114,sample comment 101,0.16294705806345733
Sample comment 102,0.14198020320044358,0.14198020320044358,0.14072632294483242,0.03289279523821378,0.040154774656565945,0.09223696323242372,0.03451463745171469,0.021837485691797023,sample comment 102,0.14198020320044358
Sample comment 103,0.13381483946036324,0.13381483946036324,0.10431997117612689,0.04685195534641406,0.0023220625434865797,0.12968031287290843,0.047305466525486346,0.03724410685042586,sample comment 103,0.13381483946036324
Sample comment 104,0.4072979813049247,0.4072979813049247,0.33228718489036696,0.09141419183199483,0.02734813880932127,0.2187085984568643,0.09660129539843973,0.07088038243055085,sample comment 104,0.4072979813049247
Sample comment 105,0.13017905767425111,0.13017905767425111,0.11223096081056379,0.10538203977984328,0.02558963507645932,0.07171009341881347,0.004529541774161479,0.0159516163144691,sample comment 105,0.13017905767425111
Sample comment 106,0.0710581765519401,0.0710581765519401,0.005758996318832303,0.015645816837921177,0.014565336557635165,0.005409720054712695,0.024194084472283807,0.010555262800691691,sample comment 106,0.0710581765519401
Sample comment 107,0.5445939239844048,0.5445939239844048,0.36924347704694926,0.30809419019587186,0.043626592039899874,0.4784965519995195,0.17370934647767589,0.10757666051740873,sample comment 107,0.5445939239844048
Sample comment 108,0.24463246150361645,0.24463246150361645,0.1513324241669252,0.1841389243497162,0.011639987194465466,0.21548958208939326,0.08531249129532506,0.0021464504523111493,sample comment 108,0.24463246150361645
Sample comment 109,0.15304629832405187,0.15304629832405187,0.024603707009152945,0.1251868251925629,0.03820651669360807,0.07766605817099147,0.000390933611133455,0.013179037128079989,sample comment 109,0.15304629832405187
Sample comment 110,0.1980873097959374,0.1980873097959374,0.12558848412228382,0.10696425119705155,0.046343242914671935,0.021191506945482996,0.060299987954508666,0.03216541213572053,sample comment 110,0.1980873097959374
Sample comment 111,0.1544769608303157,0.1544769608303157,0.015835391235542475,0.1447802083118813,0.031878748733878845,0.010479262722233451,0.018596774857038173,0.032818881599634,sample comment 111,0.1544769608303157
Sample comment 112,0.2385513846309622,0.2385513846309622,0.010911825501811231,0.20790631186449585,0.06966814245607084,0.23112715391667873,0.07153219298136472,0.009309675811379429,sample comment 112,0.2385513846309622
Sample comment 113,0.38136064134600584,0.38136064134600584,0.10435044094254561,0.3802640388819602,0.04875863242511598,0.17214124509363019,0.02495987415565566,0.09093272377776077,sample comment 113,0.38136064134600584
Sample comment 114,0.06357579390583536,0.06357579390583536,0.0416110700681955,0.017372691371244208,0.01813557175986016,0.009603625395712493,0.010994411283761918,0.017997339380052137,sample comment 114,0.06357579390583536
Sample comment 115,0.5143226405280678,0.5143226405280678,0.5060819821192963,0.2105297469858857,0.13795663899908853,0.11827086010349461,0.04384182963325328,0.0048038891158744814,sample comment 115,0.5143226405280678
Sample comment 116,0.040012921482195096,0.040012921482195096,0.03874024761072908,0.00742341789277274,0.010426845185107026,0.031073908894075786,0.012338734095460584,0.0101406734928349,sample comment 116,0.040012921482195096
Sample comment 117,0.18082977497917466,0.18082977497917466,0.16651670911056793,0.11150873761562234,0.043211297726923,0.08707357847145747,0.008485125365313718,0.006791195590373073,sample comment 117,0.18082977497917466
Sample comment 118,0.0635321407645697,0.0635321407645697,0.004079331228600817,0.03697388902737955,0.005126918050593435,0.05067063704974545,0.007887183864920036,0.008676333177100018,sample comment 118,0.0635321407645697
Sample comment 119,0.29660306417114013,0.29660306417114013,0.2061337569685709,0.2551149385685445,0.06939185787079839,0.011751064997183968,0.05700793316487699,0.00933678373285653,sample comment 119,0.29660306417114013
Sample comment 120,0.2538288219498025,0.2538288219498025,0.1420549660352413,0.002480122689862656,0.024859586785129142,0.13141013655003755,0.008921219986714551,0.026699766267810236,sample comment 120,0.2538288219498025
Sample comment 121,0.0894400041193076,0.0894400041193076,0.07160447766617924,0.017901438669736237,0.004493892854149042,0.009352548070255857,0.022768929656333932,0.018956157566153778,sample comment 121,0.0894400041193076
Sample comment 122,0.22496341810343282,0.22496341810343282,0.16064343707550502,0.1803594899568933,0.022909162677089416,0.18330584274493383,0.007209163873411187,0.060390304056978025,sample comment 122,0.22496341810343282
Sample comment 123,0.32778036418717005,0.32778036418717005,0.17254445591073458,0.23980067987648024,0.00802701157157364,0.019782228069881676,0.03239823521426932,0.015688684005487924,sample comment 123,0.32778036418717005
Sample comment 124,0.12625667278134506,0.12625667278134506,0.022993602088728693,0.09970470601220467,0.024949875620982543,0.06290053355329173,0.028047341650167347,0.027241207074924806,sample comment 124,0.12625667278134506
Sample comment 125,0.17656399843798076,0.17656399843798076,0.0127476397702239,0.005412128351586144,0.013649256337376492,0.08168255901109468,0.061322266115466775,0.0385175635495099,sample comment 125,0.17656399843798076
Sample comment 126,0.07970332547189043,0.07970332547189043,0.07871895463062561,0.003196835937563444,0.020731588058948286,0.04612235443202465,0.013983643005063036,0.017341634207714823,sample comment 126,0.07970332547189043
Sample comment 127,0.3153940755854961,0.3153940755854961,0.08730984720531824,0.18682378430946833,0.08632619819666003,0.06644160636225926,0.07859198789746374,0.059757105537795896,sample comment 127,0.3153940755854961
Sample comment 128,0.10027301590661168,0.10027301590661168,0.01801736723389521,0.02381918559860141,0.029221414714932562,0.018147104857768777,0.03426870802312789,0.014808655599025947,sample comment 128,0.10027301590661168
Sample comment 129,0.2699050703659582,0.2699050703659582,0.09695890784564401,0.1600404412800989,0.013240776700972364,0.10555488966882053,0.10465972042941307,0.020901456695101246,sample comment 129,0.2699050703659582
Sample comment 130,0.041520620106612637,0.041520620106612637,0.0402675711841043,0.018841623156144058,0.002940288484379526,0.0030516305249611523,0.0028193813948936735,0.006474400997792529,sample comment 130,0.041520620106612637
Sample comment 131,0.3417583825446671,0.3417583825446671,0.21091447241734357,0.24154703846219136,0.01712639167842116,0.057285272242100164,0.005013107021765035,0.07550146847144006,sample comment 131,0.3417583825446671
Sample comment 132,0.0790294969353361,0.0790294969353361,0.046260260947178736,0.06861904250236293,0.004880258183329995,0.008844951218196718,0.008527270438676014,0.0013534636555075444,sample comment 132,0.0790294969353361
Sample comment 133,0.26342056120319807,0.26342056120319807,0.11911852180596336,0.24600188121084715,0.024984605580237844,0.13361607796649314,0.004380458344750295,0.01172299477443367,sample comment 133,0.26342056120319807
Sample comment 134,0.2666728390699405,0.2666728390699405,0.13036210542674442,0.17783458483408762,0.011172358975663647,0.007993142308465045,0.03284662070350553,0.05637576589108581,sample comment 134,0.2666728390699405
Sample comment 135,0.3365779556037431,0.3365779556037431,0.22638304588696012,0.1493565416122452,0.08765926354548163,0.05962471396783469,0.09324905079935132,0.08462733922499997,sample comment 135,0.3365779556037431
Sample comment 136,0.17642729923458603,0.17642729923458603,0.15329855970305015,0.10067113651642012,0.0016083320621979196,0.1642447640742571,0.04866053697379886,0.03580662886461756,sample comment 136,0.17642729923458603
Sample comment 137,0.3488752966939459,0.3488752966939459,0.03718767507420703,0.22950597582210341,0.10460122802947294,0.016819989361696534,0.13636477337675065,0.04258804065729599,sample comment 137,0.3488752966939459
Sample comment 138,0.19223394440913805,0.19223394440913805,0.16888051157376602,0.07768948812575584,0.018860062379967686,0.1283341097683384,0.06211816475771347,0.04396112346676808,sample comment 138,0.19223394440913805
Sample comment 139,0.0974722286042951,0.0974722286042951,0.053072565828986354,0.0005613094725274296,0.009491431264126196,0.03571982250166575,0.015446334065326498,0.020336621567179438,sample comment 139,0.0974722286042951
Sample comment 140,0.1805127533581306,0.1805127533581306,0.04102506617194754,0.013212797734033596,0.03267905013040905,0.12062093209630786,0.04473036321479062,0.02509997580346059,sample comment 140,0.1805127533581306
Sample comment 141,0.3255044882498315,0.3255044882498315,0.008346607507992352,0.11107769949781875,0.03712661409831553,0.12981860519822028,0.07553948405681404,0.052107007170341814,sample comment 141,0.3255044882498315
Sample comment 142,0.3086691002752189,0.3086691002752189,0.2949406395220615,0.0056278348904060865,0.018129184408390456,0.002334425814997094,0.07994217498762235,0.083158284469216,sample comment 142,0.3086691002752189
Sample comment 143,0.1940794444361827,0.1940794444361827,0.06824273579062587,0.019683698039681334,0.028289316327033846,0.04983505360742602,0.02211518981907725,0.017891599702112328,sample comment 143,0.1940794444361827
