event_id,burst_score,is_coordinated
event_138,0.056211950865223605,0
event_139,0.9220564220282805,1
event_140,0.4420061540112631,0
event_141,0.7340906155170313,1
event_142,0.3676207186424696,0
event_143,0.8016725836102245,1
event_144,0.24621097872166625,0
event_145,0.2063325801696598,0
event_146,0.10929098384956874,0
event_147,0.15414628607784064,0
event_148,0.1467411089948126,0
event_149,0.10408562331747562,0
event_150,0.26214265696118233,0
event_151,0.1034051451139603,0
event_152,0.1757542297528409,0
event_153,0.02099030279149164,0
event_154,0.4686867618939501,0
event_155,0.24066128964162373,0
event_156,0.8523005526930416,1
event_157,0.5834173133026692,0
event_158,0.29541014714983804,0
event_159,0.10641034350950705,0
event_160,0.16930044837639843,0
event_161,0.5615084209081183,1
event_162,0.25530760229370425,0
event_163,0.029782042204838197,0
event_164,0.9163323311802191,1
event_165,0.0640294616282186,0
event_166,0.1023745154940654,0
event_167,0.05180911753222656,0
event_168,0.09857287171577343,0
event_169,0.8254865020680456,1
event_170,0.3752703405859338,0
event_171,0.166142465850153,0
event_172,0.24479571933486277,0
event_173,0.23172545912184128,0
event_174,0.04638413470029685,0
event_175,0.3886486273972332,0
event_176,0.13942023353934319,0
event_177,0.20285454454257562,0
event_178,0.1977276640061741,0
event_179,0.24113453776501204,0
event_180,0.11528109986832141,0
event_181,0.30063320179549025,0
event_182,0.137350826474669,0
event_183,0.056529581704319355,0
event_184,0.030492414666172994,0
event_185,0.18026787228981583,0
event_186,0.8061637537413896,1
event_187,0.7383486080307565,1
event_188,0.12848847000437913,0
event_189,0.054480591929951486,0
event_190,0.08348229568152676,0
event_191,0.2941841039869734,0
event_192,0.20663451100448613,0
event_193,0.23589611360272242,0
event_194,0.8573933154042809,1
event_195,0.22531512832779113,0
event_196,0.17945923754613233,0
event_197,0.2395764914876525,0
event_198,0.2650417112032712,0
event_199,0.07868244480354168,0
event_200,0.32346174432775393,0
event_201,0.31757420804899694,0
event_202,0.058173208932481256,0
event_203,0.26618845265557795,0
event_204,0.16062489048811981,0
event_205,0.2180503956236327,0
event_206,0.1221754872082138,0
event_207,0.2287506244289133,0
event_208,0.22781980990325174,0
event_209,0.22383583641082674,0
event_210,0.13763957190312778,0
event_211,0.25982753635898787,0
event_212,0.24156146782990542,0
event_213,0.0877976381869321,0
event_214,0.24118011847095328,0
event_215,0.20894213667883185,0
event_216,0.12178778116630498,0
event_217,0.8016407693194203,1
event_218,0.5313937501931231,0
event_219,0.17257185836859706,0
event_220,0.08421641397309415,0
event_221,0.9373281615245284,1
event_222,0.10493495145929288,0
event_223,0.1912414574485401,0
event_224,0.35416222252859497,0
event_225,0.2850949605656177,0
event_226,0.8923130669378829,1
event_227,0.075512653068509,0
event_228,0.15486014929452313,0
event_229,0.09229905408312566,0
event_230,0.614083897662223,0
event_231,0.20252361632349505,0
event_232,0.18627348731945964,0
event_233,0.34384235721353423,0
event_234,0.2789362608666294,0
event_235,0.1316212164664915,0
event_236,0.018381226922536482,0
event_237,0.5140723123053205,0
event_238,0.15149673713551334,0
event_239,0.6933332268668648,1
event_240,0.2395944577301396,0
event_241,0.19312225559723117,0
event_242,0.37905998676248737,0
event_243,0.3226732481905497,0
event_244,0.049367521865507705,0
event_245,0.15777211197200272,0
event_246,0.40983548890491484,0
event_247,0.28174687385886965,0
event_248,0.043974380018379444,0
event_249,0.9366428890057379,1
event_250,0.028646641628809148,0
event_251,0.7709738920262631,1
event_252,0.16864834297732,0
event_253,0.771152310377244,1
event_254,0.2591766780165976,0
event_255,0.7484373206870857,1
event_256,0.26315611606147465,0
event_257,0.15124777653425153,0
event_258,0.19756538094976173,0
event_259,0.11267697373046685,0
event_260,0.2774666142080046,0
event_261,0.929542415403972,1
event_262,0.26418588549684646,0
event_263,0.12089799678642148,0
event_264,0.07977293601669318,0
event_265,0.3084303386057083,0
event_266,0.03412725698655448,0
event_267,0.23757115167920773,0
event_268,0.10218769602484272,0
event_269,0.05849533502851161,0
event_270,0.06570081639197883,0
event_271,0.7388062304090723,1
event_272,0.18385355469296802,0
event_273,0.19664755866914888,0
event_274,0.038537798903489164,0
event_275,0.7601573309885371,1
event_276,0.1043888114528711,0
event_277,0.122734986241172,0
event_278,0.8945932650233713,1
event_279,0.4047157659904778,0
event_280,0.06870386163051495,0
event_281,0.2188970996474988,0
event_282,0.9783161447914067,1
event_283,0.2134215810526631,0
event_284,0.08053956115825496,0
event_285,0.3393338341281595,0
event_286,0.2396356110486922,0
event_287,0.2967718648256911,0
event_288,0.015347908916652312,0
event_289,0.15419023135846635,0
event_290,0.23590326430027841,0
event_291,0.913959453566964,1
event_292,0.19866816825595124,0
event_293,0.24752085398115464,0
event_294,0.7947423182520476,1
event_295,0.025848044942508655,0
event_296,0.1411368261093189,0
event_297,0.09990965127607487,0
event_298,0.3547519496436887,0
event_299,0.3706410520504429,0
event_300,0.11118920163171596,0
event_301,0.1347701526149897,0
event_302,0.2694141425621651,0
event_303,0.08952955835871729,0
event_304,0.3638743595127291,0
event_305,0.13170709432150396,0
event_306,0.22653165315112794,0
event_307,0.3209384124712208,0
event_308,0.118538100632639,0
event_309,0.19718963534816505,0
event_310,0.21284987600578606,0
event_311,0.2694658068036265,0
event_312,0.06727856877759503,0
event_313,0.26524172055481043,0
event_314,0.2727397520762552,0
event_315,0.5112573521631343,1
event_316,0.12453614637575149,0
event_317,0.17386263720809214,0
event_318,0.6246246853776348,1
event_319,0.02996920895830626,0
event_320,0.11954877099327026,0
event_321,0.14732100758391745,0
event_322,0.20387696051983448,0
event_323,0.3219594626441554,0
event_324,0.2531325144579258,0
event_325,0.8832281443910923,1
event_326,0.6054203357490404,0
event_327,0.42205996584654476,0
event_328,0.055013031824850435,0
event_329,0.06442566166431632,0
event_330,0.11375465193012615,0
event_331,0.1847717891002739,0
event_332,0.17408666029272238,0
event_333,0.2468482538896657,0
event_334,0.16640629189430256,0
event_335,0.09896497078043882,0
event_336,0.4244399307252617,0
event_337,0.051497703096239834,0
event_338,0.20079351296507975,0
event_339,0.08814971848817964,0
event_340,0.12239504470078902,0
event_341,0.42397615239674297,0
event_342,0.3951282330630736,0
event_343,0.3506410988734921,0
event_344,0.17817614337144813,0
event_345,0.7075909679860459,1
event_346,0.15866482409405563,0
event_347,0.0786084875811228,0
event_348,0.8269984413873427,1
event_349,0.10592882462441856,0
event_350,0.1925096502827925,0
event_351,0.17865782755262166,0
event_352,0.12964306105079765,0
event_353,0.23800174117431458,0
event_354,0.40317029851751685,0
event_355,0.2996270627363761,0
event_356,0.24739595378327847,0
event_357,0.8142555255104986,1
event_358,0.4102416926139376,0
event_359,0.9957775050917209,1
event_360,0.12773490826795705,0
event_361,0.07926397740447867,0
event_362,0.06675136790106274,0
event_363,0.13088965970808925,0
event_364,0.0866628569643728,0
event_365,0.36406039870997103,0
event_366,0.29920455453146155,0
event_367,0.1831936641603495,0
event_368,0.08057834788845486,0
event_369,0.1904506350856953,0
event_370,0.8147690763623012,1
event_371,0.07901054416468055,0
event_372,0.1504684452421257,0
event_373,0.3519916571999518,0
event_374,0.33037541823375377,0
event_375,0.9249997548673183,1
event_376,0.361120674163704,0
event_377,0.2442446246338701,0
event_378,0.4011335532938446,0
event_379,0.186730159212514,0
event_380,0.8770594841079424,1
event_381,0.7800488393322399,1
event_382,0.020127269541861465,0
event_383,0.40051998613885054,0
event_384,0.07381970949775211,0
event_385,0.05882265561627499,0
event_386,0.28426711282424866,0
event_387,0.15259305620770114,0
event_388,0.18856122440231907,0
event_389,0.10531404141051763,0
event_390,0.8135325908215527,1
event_391,0.1481168043435209,0
event_392,0.156868918333718,0
event_393,0.8518499739051006,1
event_394,0.07950818767496405,0
event_395,0.18873030888243428,0
event_396,0.03761573036002057,0
event_397,0.7570301144736022,1
event_398,0.04916073722094342,0
event_399,0.11239102867943467,0
event_400,0.21078387275997662,0
event_401,0.12518017828534045,0
event_402,0.562704209428504,0
event_403,0.05922950435977253,0
event_404,0.9384123329628989,1
event_405,0.25718244973832755,0
event_406,0.02262421840345668,0
event_407,0.06363063400939589,0
event_408,0.33291735547683066,0
event_409,0.8392657959482143,1
event_410,0.6374428272980464,1
event_411,0.2641563539865185,0
event_412,0.23613285619398727,0
event_413,0.11250970907469998,0
event_414,0.7813711759310659,1
event_415,0.20404116308108522,0
event_416,0.358482676124473,0
event_417,0.12441341833915436,0
event_418,0.23060133554805026,0
event_419,0.11818249788022733,0
event_420,0.3677148171644598,0
event_421,0.16308729757025361,0
event_422,0.048250346153730375,0
event_423,0.2341578978194639,0
event_424,0.10833580228075429,0
event_425,0.19317998439159928,0
event_426,0.1786446134483707,0
event_427,0.17153354184514558,0
event_428,0.6394880212214694,1
event_429,0.2834207305871968,0
event_430,0.9566807977186412,1
event_431,0.1457070992088279,0
event_432,0.8410395013669545,1
event_433,0.4980916646449692,0
event_434,0.16744948473191845,0
event_435,0.283023767010392,0
event_436,0.1639268250628173,0
event_437,0.058224555452920185,0
event_438,0.22050221380326798,0
event_439,0.280399314032478,0
event_440,0.869138740176666,1
event_441,0.10666346280370012,0
event_442,0.2829034428391661,0
event_443,0.043070354796755556,0
event_444,0.5502694641249637,0
event_445,0.8021895475732655,1
event_446,0.3100657776294828,0
event_447,0.32160180905192537,0
event_448,0.04385163581312991,0
event_449,0.12665818336909307,0
event_450,0.15118628202704654,0
event_451,0.4261220253525291,0
event_452,0.21289663197157158,0
event_453,0.172195488233086,0
event_454,0.19091420795860278,0
event_455,0.8887806495392514,1
event_456,0.039426987094608706,0
event_457,0.1883178553490466,0
event_458,0.03932920826449726,0
event_459,0.1811314898647011,0
event_460,0.15414544896092952,0
event_461,0.3876582488906827,0
event_462,0.09897281191142426,0
event_463,0.14859926715080357,0
event_464,0.1464571618080314,0
event_465,0.06728645060950783,0
event_466,0.26402045951815917,0
event_467,0.2070346950006447,0
event_468,0.2237472127408348,0
event_469,0.09592504521953014,0
event_470,0.23970143723411982,0
event_471,0.2283708355653047,0
event_472,0.014992548500648805,0
event_473,0.620060840599065,1
event_474,0.04808043373767654,0
event_475,0.19282661637256618,0
event_476,0.29414642610212743,0
event_477,0.3914086634987103,0
event_478,0.40826024015899665,0
event_479,0.3680314542748056,0
event_480,0.32716724777785455,0
event_481,0.6086639805678158,1
event_482,0.28690687721271674,0
event_483,0.7188008845327959,1
event_484,0.42448280754575246,0
event_485,0.30867179457856053,0
event_486,0.11139000918781215,0
event_487,0.20268887271597757,0
event_488,0.01027558039175846,0
event_489,0.04514533483828747,0
event_490,0.1394053376017626,0
event_491,0.8209215666302527,1
event_492,0.9391446339597724,1
event_493,0.032169083289130616,0
event_494,0.0927636799474691,0
event_495,0.7906188267570378,1
event_496,0.16359549346822602,0
event_497,0.058188765511405456,0
event_498,0.3870487761518919,0
event_499,0.9277951547874461,1
